sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,years_covered,year_min,year_max,sample_formula,sample_year,measure,criteria_json,n_sumifs
Approved,19,TAG,EXP_ECON_SOC_BEN_PEN_EXE,Pensions,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func2 variables ""10.01 Pensions for the military"" & ""10.21 Social benefits and pensions paid through the state social insurance budget"" combined with econ1 ""135 Transfers to population""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",econ3_16,""271000*"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""econ3_16"", ""op"": ""="", ""value"": ""271000*""}]",1
Approved,19,TAG,EXP_ECON_SOC_BEN_PEN_EXE,Pensions,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func2 variables ""10.01 Pensions for the military"" & ""10.21 Social benefits and pensions paid through the state social insurance budget"" combined with econ1 ""135 Transfers to population""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",admin2_20,""Social Insurance Fund"",econ3_20,""271000 Prestatii de asigurari sociale"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""admin2_20"", ""op"": ""="", ""value"": ""Social Insurance Fund""}, {""field"": ""econ3_20"", ""op"": ""="", ""value"": ""271000 Prestatii de asigurari sociale""}]",1
Approved,20,HEADER,EXP_ECON_OTH_SOC_BEN_EXE,Other social benefits,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2006,2006,2006,=C290,2006,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2007,2007,2007,=D290,2007,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2008,2008,2008,=E290,2008,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2009,2009,2009,=F290,2009,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2010,2010,2010,=G290,2010,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2011,2011,2011,=H290,2011,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2012,2012,2012,=I290,2012,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2013,2013,2013,=J290,2013,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2014,2014,2014,=K290,2014,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2015,2015,2015,=L290,2015,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2016,2016,2016,=M290,2016,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2017,2017,2017,=N290,2017,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2018,2018,2018,=O290,2018,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2019,2019,2019,=P290,2019,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2020,2020,2020,=Q290,2020,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2021,2021,2021,=R290,2021,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2022,2022,2022,=S290,2022,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2023,2023,2023,=T290,2023,,[],0
Approved,21,ROLLUP,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2024,2024,2024,=U290,2024,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2006,2006,2006,"=C2-SUM(C4,C8,C11,C15,C17,C21,C26)",2006,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2007,2007,2007,"=D2-SUM(D4,D8,D11,D15,D17,D21,D26)",2007,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2008,2008,2008,"=E2-SUM(E4,E8,E11,E15,E17,E21,E26)",2008,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2009,2009,2009,"=F2-SUM(F4,F8,F11,F15,F17,F21,F26)",2009,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2010,2010,2010,"=G2-SUM(G4,G8,G11,G15,G17,G21,G26)",2010,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2011,2011,2011,"=H2-SUM(H4,H8,H11,H15,H17,H21,H26)",2011,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2012,2012,2012,"=I2-SUM(I4,I8,I11,I15,I17,I21,I26)",2012,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2013,2013,2013,"=J2-SUM(J4,J8,J11,J15,J17,J21,J26)",2013,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2014,2014,2014,"=K2-SUM(K4,K8,K11,K15,K17,K21,K26)",2014,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2015,2015,2015,"=L2-SUM(L4,L8,L11,L15,L17,L21,L26)",2015,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2016,2016,2016,"=M2-SUM(M4,M8,M11,M15,M17,M21,M26)",2016,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2017,2017,2017,"=N2-SUM(N4,N8,N11,N15,N17,N21,N26)",2017,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2018,2018,2018,"=O2-SUM(O4,O8,O11,O15,O17,O21,O26)",2018,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2019,2019,2019,"=P2-SUM(P4,P8,P11,P15,P17,P21,P26)",2019,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2020,2020,2020,"=Q2-SUM(Q4,Q8,Q11,Q15,Q17,Q21,Q26)",2020,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2021,2021,2021,"=R2-SUM(R4,R8,R11,R15,R17,R21,R26)",2021,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2022,2022,2022,"=S2-SUM(S4,S8,S11,S15,S17,S21,S26)",2022,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2023,2023,2023,"=T2-SUM(T4,T8,T11,T15,T17,T21,T26)",2023,,[],0
Approved,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,2024,2024,2024,"=U2-SUM(U4,U8,U11,U15,U17,U21,U26)",2024,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2006,2006,2006,"=C2-SUM(C28,C30,C41,C193,C203,C215,C233,C235,C257)",2006,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2007,2007,2007,"=D2-SUM(D28,D30,D41,D193,D203,D215,D233,D235,D257)",2007,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2008,2008,2008,"=E2-SUM(E28,E30,E41,E193,E203,E215,E233,E235,E257)",2008,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2009,2009,2009,"=F2-SUM(F28,F30,F41,F193,F203,F215,F233,F235,F257)",2009,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2010,2010,2010,"=G2-SUM(G28,G30,G41,G193,G203,G215,G233,G235,G257)",2010,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2011,2011,2011,"=H2-SUM(H28,H30,H41,H193,H203,H215,H233,H235,H257)",2011,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2012,2012,2012,"=I2-SUM(I28,I30,I41,I193,I203,I215,I233,I235,I257)",2012,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2013,2013,2013,"=J2-SUM(J28,J30,J41,J193,J203,J215,J233,J235,J257)",2013,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2014,2014,2014,"=K2-SUM(K28,K30,K41,K193,K203,K215,K233,K235,K257)",2014,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2015,2015,2015,"=L2-SUM(L28,L30,L41,L193,L203,L215,L233,L235,L257)",2015,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2016,2016,2016,"=M2-SUM(M28,M30,M41,M193,M203,M215,M233,M235,M257)",2016,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2017,2017,2017,"=N2-SUM(N28,N30,N41,N193,N203,N215,N233,N235,N257)",2017,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2018,2018,2018,"=O2-SUM(O28,O30,O41,O193,O203,O215,O233,O235,O257)",2018,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2019,2019,2019,"=P2-SUM(P28,P30,P41,P193,P203,P215,P233,P235,P257)",2019,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2020,2020,2020,"=Q2-SUM(Q28,Q30,Q41,Q193,Q203,Q215,Q233,Q235,Q257)",2020,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2021,2021,2021,"=R2-SUM(R28,R30,R41,R193,R203,R215,R233,R235,R257)",2021,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2022,2022,2022,"=S2-SUM(S28,S30,S41,S193,S203,S215,S233,S235,S257)",2022,,[],0
Approved,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""01 General purpose state services"",""17 State debt servicing"",""02 Foreign relations"",""18 Restoring the state reserves"" or 0100 Servicii de stat cu destinatie generala from 2016 onwards",General Government,2023,2023,2023,"=T2-SUM(T28,T30,T41,T193,T203,T215,T233,T235,T257)",2023,,[],0
